id,sentence,num_aspect_terms,aspect_term,at_polarity,intensty_class
11359762#927332#4,Ask for the round corner table next to the large window.,1,['round corner table next to the large window'],['positive'],[1]
32891589#573560#4,"Their twist on pizza is heatlhy, but full of flavor.",2,"['flavor', 'twist on pizza']","['positive', 'positive']","[2, 2]"
11350033#1264371#1,The lack of AC and the fact that there are a million swarming bodies (although everyone is polite and no one is pushing) is a slight turn off.,1,['AC'],['negative'],[-1]
11351328#1638529#0,"I love the Little Pie Company as much as anyone else who has written reviews, but must discourage anyone from visiting the Grand Central location due to their RUDE service from two sales people.",2,"['service', 'sales people']","['negative', 'negative']","[-2, -2]"
33009300#626261#1,"Unfortunately, unless you live in the neighborhood, it's not in a convenient location but is more like a hidden treasure.",1,['location'],['negative'],[-3]
35708055#673129#1,Didn't seem like any effort was made to the display and quality of the food.,1,['display and quality of the food'],['negative'],[-2]
11351628#404492#1,The food--though mostly deep-fried--is simple and satisfying.,1,['food'],['positive'],[2]
11548230#560890#1,We live in the neighborhood and have been going there twice a week since the day they first opened.,0,[],[],
32935583#854234#0,"Glechik might be way too tiny for a restaurant by Russian standards, but it is cozy and the food is simply GREAT.",1,['food'],['positive'],[2]
11639814#570590#1,The food was excellent - authentic Italian cuisine made absolutely fresh.,2,"['food', 'Italian cuisine']","['positive', 'positive']","[2, 1]"
11313359#650269#4,At night the atmosphere changes turning into this hidden jewel that is waiting to be discovered.,1,['atmosphere'],['positive'],[2]
11351814#1650882#5,"The other times I've gone it's romantic date heaven, you can walk in get a booth by the windows, be treated like a VIP in a not-crowded place, with great food and service.",4,"['booth by the windows', 'place', 'food', 'service']","['neutral', 'positive', 'positive', 'positive']","[0, 1, 1, 2, 2]"
33070601#438491#1,I would only go for the coffee which is way better than Starbucks or the like.,1,['coffee'],['positive'],[3]
11359797#469087#0,I used to be a regular costumer at pongal until dosa hut opened right next door to it.,0,[],[],
11651065#413029#2,Somewhat disappointing wine list (only new vintages.,2,"['wine list', 'vintages']","['negative', 'negative']","[-1, -1]"
33059678#631861#4,"Both were very good, but nothing you couldn't get at similar restaurant.",0,[],[],
11639261#426600#0,If your looking for nasty high priced food with a dash of ghetto scenery cheap BX A$$ this is the place to be!!,3,"['priced', 'food', 'scenery']","['negative', 'negative', 'negative']","[-1, -2, -2]"
33069925#747092#1,new hamburger with special sauce is ok - at least better than big mac!,2,"['new hamburger with special sauce', 'big mac']","['positive', 'negative']","[1, -1]"
35196520#758440#1,"Perfectly al dente pasta, not drowned in sauce -- generous portions.",3,"['pasta', 'sauce', 'portions']","['positive', 'neutral', 'positive']","[1, 0, 1]"
12036269#580745#6,"I can understand the prices if it served better food, like some Chinese restaurants in midtown/uptown area.",2,"['prices', 'food']","['negative', 'negative']","[-2, -1]"
15087705#871249#2,Service was awful - mostly because staff were overwhelmed on a Saturday night.,2,"['Service', 'staff']","['negative', 'negative']","[-1, -2]"
35693216#1233439#3,"To the owners; good job guys, this place is a keeper!",1,['owners'],['positive'],[2]
35692932#1064131#2,and the owner is simply lovely and friendly.,1,['owner'],['positive'],[2]
11484031#1129679#0,This little place is wonderfully warm welcoming.,1,['place'],['positive'],[3]
33106326#864352#4,perfect for a quick meal.,1,['meal'],['positive'],[1]
35709451#1061726#0,Has the warmth of a family local yet it is a great place to watch sporting events.,1,['place'],['positive'],[2]
11351762#644011#3,"The service was great, and they have a whole great deal for birthdays.",1,['service'],['positive'],[2]
36244423#1058258#1,The staff is 100% Italian and the food is as authentic as it gets.,2,"['staff', 'food']","['positive', 'positive']","[1, 1]"
11350496#1560668#4,My only complaint might be the fortune cookies - I've never had a cookie predict bad luck for me before I visited Kar.,2,"['fortune cookies', 'cookie']","['negative', 'negative']","[-2, -1]"
11461396#699654#3,Good for a quick sushi lunch.,1,['sushi lunch'],['positive'],[1]
11464789#378665#2,Have a mojito and sit in the back patio.,2,"['mojito', 'back patio']","['positive', 'positive']","[1, 1]"
11351513#832512#2,The service was dreadfully slow (the place was only half full) and a smile would have been nice...,1,['service'],['negative'],[-2]
11408372#630381#0,I went this past Saturday and had a excellent meal of consisting of a braised lamb shank with mashed potatoes.,2,"['meal', 'braised lamb shank with mashed potatoes']","['positive', 'positive']","[3, 1]"
32894669#1075584#2,The waitress came by to pick up the soy sauce WHILE we were eating our lunch!!!!!,3,"['waitress', 'soy sauce', 'lunch']","['negative', 'neutral', 'neutral']","[-1, 0, 0]"
11661949#1709112#2,"So we sat at the bar, the bartender didn't seem like he wanted to be there.",2,"['bar', 'bartender']","['neutral', 'negative']","[0, -2]"
32933228#1700177#1,"I reccomend the fried pork dumplings, the orange chicken/beef, and the fried rice.",3,"['fried pork dumplings', 'orange chicken/beef', 'fried rice']","['positive', 'positive', 'positive']","[2, 1, 1]"
11359762#927332#0,You will not be dissapointed by any of the choices in the menu.,1,['menu'],['positive'],[3]
35709275#573688#1,The french fries -- with the kalmata dip were terrific!,1,['french fries -- with the kalmata dip'],['positive'],[3]
11349845#1188496#0,"Would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the bartender to spill the drinks you just paid for?",4,"['wait', 'manager', 'bartender', 'drinks']","['negative', 'negative', 'neutral', 'neutral']","[-1, -2, 0, 0]"
11313359#650269#5,The boutique selection of wines covers a wide variety without being imposeing.,1,['boutique selection of wines'],['neutral'],[0]
35693136#561234#4,"If you're lucky and there's not a private party going on back there, you'll get a chance to really chill out.",0,[],[],
32896492#738746#2,They also have a great assortment of wraps if your not in the mood for traditional Mediterranean fare.,2,"['assortment of wraps', 'traditional Mediterranean fare']","['positive', 'neutral']","[2, 0]"
11351816#1162694#1,"Fresh veggies, all sorts of middle eastern spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... soooo much food, and all of it delicious.",13,"['Fresh veggies', 'middle eastern spreads', 'cheese', 'falafel', 'soup', 'fish', 'rice', 'root vegetables', 'rice medley', 'spinach thing', 'lamb kebabs', 'cheese baclava', 'food']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
32405935#675215#2,"Disappointingly, their wonderful Saketini has been taken off the bar menu.",2,"['Saketini', 'bar menu']","['positive', 'negative']","[3, -1]"
35668286#0#0,In Short The Black Sheep distinguishes itself from the Midtown pub herd with a look that's a mix of sports-bar butch and ornate kitsch.,1,['look'],['negative'],[-2]
11350031#590790#3,I would definitely go back -- if only for some of those exotic martinis on the blackboard.,1,['martinis'],['positive'],[2]
32469157#1273114#2,They are located off the beaten path but are certainly worth the trip.,0,[],[],
33060905#1138585#2,then she made a fuss about not being able to add 1 or 2 chairs on either end of the table for additional people.,2,"['chairs', 'table']","['neutral', 'neutral']","[0, 0]"
35693216#1233439#1,"The happy hour is so cheap, but that does not reflect the service or the atmosphere.",3,"['happy hour', 'service', 'atmosphere']","['positive', 'positive', 'positive']","[2, 1, 1]"
33068909#1189415#2,"After waiting for almost an hour, the waiter brusquely told us he'd forgotten to give the kitchen our order.",3,"['waiter', 'kitchen', 'waiting']","['negative', 'neutral', 'negative']","[-2, 0, -1]"
33070383#592089#0,With all the mundane or mediocre places on 8th avenue it is nice to have one that is a step above in quaility and atmosphere.,2,"['quaility', 'atmosphere']","['positive', 'positive']","[1, 1]"
32889544#0#0,"A mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices.",3,"['space', 'prices', 'treats']","['negative', 'positive', 'positive']","[-1, 1, 1]"
35698240#574381#4,"Give it a try, menu is typical French but varied.",1,['menu'],['neutral'],[0]
33064238#563983#1,It gets crowded at lunchtime but there are lots of seats in back and everyone who works there is so nice.,1,['seats'],['positive'],[1]
11651065#413029#3,"but for the value, it was a great affordable spot to enjoy a fun night out with small group.",1,['value'],['positive'],[2]
36216551#1233442#1,the negative reviews on city search are probably from jealous competing restaurants who realize they can't compete with Temple's entire positive attitude about the proper way to treat their customers and deliver top quality food.,2,"['food', 'attitude']","['positive', 'positive']","[2, 2]"
11351725#582163#4,We ordered a glass of wine and were finished eating and paying before the wine came.,1,['glass of wine'],['neutral'],[0]
35720486#684689#0,"It was good, but none of the flavors WOW.",1,['flavors'],['neutral'],[0]
32938222#1552119#4,"Overall, this is a nice place to take a few friends to hang out at and the service is excellent.",2,"['place', 'service']","['positive', 'positive']","[1, 3]"
32408649#945413#3,Food is excellent quality for a good restaurant price.,2,"['Food', 'price']","['positive', 'positive']","[3, 1]"
11661949#1709112#4,"Actually, everyone who worked there seemed to be annoyed.",0,[],[],
33106326#864352#1,"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert.",4,"['burrito', 'tacos', 'margarita', 'dessert']","['positive', 'positive', 'neutral', 'neutral']","[1, 1, 0, 0]"
11351622#0#1,The space is traditional in feel.,1,['space'],['neutral'],[0]
33060905#1138585#1,"the restaurant was completely empty, but she gave me a dirty look and asked, no reservations?",1,['reservations'],['neutral'],[0]
11538980#453602#1,the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.,4,"['food', 'interior', 'owners', 'dining']","['negative', 'negative', 'negative', 'neutral']","[-1, -1, -2, 0]"
35196527#481646#3,"Good service, great food, good value, and never have to wait in line!",4,"['service', 'food', 'value', 'wait']","['positive', 'positive', 'positive', 'positive']","[1, 2, 1, 1]"
35743460#0#3,Offerings like hot cakes and the Egg McMuffin sandwich are available for breakfast.,3,"['Egg McMuffin sandwich', 'hot cakes', 'breakfast']","['neutral', 'neutral', 'neutral']","[0, 0, 0]"
36072604#1106889#0,"I have been going to this restaurant for years, in the past the service was average and the food inconsistant.",2,"['service', 'food']","['neutral', 'negative']","[0, -1]"
11567247#1415594#2,"The music was fascinating, but left room for conversation, and the bartender made superb drinks.",3,"['music', 'bartender', 'drinks']","['positive', 'positive', 'positive']","[1, 3, 3]"
33070605#1232775#3,rice dishes and noodle dishes rarely exceed $5 and add on a refreshing ice drink for $2 and you're set for the night!,3,"['rice dishes', 'noodle dishes', 'ice drink']","['positive', 'positive', 'positive']","[2, 2, 1]"
32899414#512291#3,Cuisine is billed as asian fusion - doesn't meet the bill.,4,"['Cuisine', 'bill', 'asian fusion', 'billed']","['negative', 'negative', 'neutral', 'negative']","[-1, -1, 0, -1]"
11351622#0#3,Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.,4,"['dishes', 'king crab salad with passion fruit vinaigrette', 'fettuccine with grilled seafood in a rosemary-orange sauce', 'bistro menu']","['positive', 'positive', 'positive', 'neutral']","[2, 1, 1, 0]"
35170181#0#3,"Dishes denoted as Roy's Classics (marked on the menu with asterisks) are tried-and-true recipes, such as macadamia-crusted mahi mahi, or subtly sweet honey-mustard beef short ribs.",6,"['Dishes', 'Roy's Classics', 'menu', 'recipes', 'macadamia-crusted mahi mahi', 'sweet honey-mustard beef short ribs']","['positive', 'positive', 'neutral', 'positive', 'positive', 'positive']","[1, 1, 0, 1, 1,1]"
32893040#1716582#4,"The cold sesame noodles, which are a freebie when you order $10+, are delectable.",1,['cold sesame noodles'],['positive'],[1]
35177381#521555#0,"I came to fresh expecting a great meal, and all I got was marginally so-so food served in a restaurant that was just so freezing we couldn't enjoy eating.",3,"['food', 'meal', 'served']","['negative', 'negative', 'neutral']","[-2, -1, 0]"
35886114#1249751#0,The lone argentine chorizo appetizer at $8.95 was a heavy fennel flavored Italian sausage like the ones that sell for $2.99/lb at the store.,2,"['argentine chorizo appetizer', 'fennel flavored Italian sausage']","['negative', 'negative']","[-1, -2]"
33059678#631861#0,"I went to Swiftys with some friends of the family and we had a very nice dinner, but nothing amazing.",1,['dinner'],['positive'],[2]
32867472#663531#2,"Best Chinese on the Upper East, prompt delivery, good value.",2,"['delivery', 'value']","['positive', 'positive']","[1, 1]"
32894966#1727613#8,Most of the sandwiches are made with soy mayonaise which is actually pretty good.,2,"['sandwiches', 'soy mayonaise']","['positive', 'positive']","[1, 1]"
33060905#1138585#0,i went in one day asking for a table for a group and was greeted by a very rude hostess.,2,"['hostess', 'table']","['negative', 'neutral']","[-2, 0]"
35196527#481646#4,It's worthwhile to take a cab to Chelsea just for an awesome dinner at My Chelsea.,1,['dinner'],['positive'],[2]
35709337#1579632#2,"Not only is the food authentic, but the staff here are practically off-the-boat, they are young and hip and know what they are doing when it comes to food and wine.",4,"['food', 'staff', 'food', 'wine']","['positive', 'positive', 'positive', 'positive']","[1, 2, 1, 1]"
35938288#666236#1,"It has good music, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip neighborhood clientele.",4,"['music', 'tapas', 'selection of wines (primarily Spanish)', 'clientele']","['positive', 'positive', 'positive', 'positive']","[1, 1, 1, 1]"
32867472#663531#1,"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs.",5,"['food', 'dumplings', 'cold sesame noodles', 'chicken', 'shrimp dishs']","['positive', 'positive', 'positive', 'positive', 'positive']","[2, 2, 2, 2, 2]"
11484031#1129679#2,"And the food, well the food will keep you coming back.",2,"['food', 'food']","['positive', 'positive']","[1, 3]"
11351819#985076#2,Waiting three hours before getting our entrees was a treat as well.,2,"['entrees', 'Waiting']","['neutral', 'negative']","[0, -1]"
15069510#648179#4,It's the conversations that make this a fun place to be.,1,['place'],['positive'],[1]
11351451#805713#2,"My gf's duck confitte was very solid as well, although i have little base of reference.",1,['duck confitte'],['positive'],[1]
35695422#1464305#2,"The wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation.",3,"['wine list', 'tapas', 'atmosphere']","['positive', 'positive', 'positive']","[3, 2, 2]"
11313316#1234433#3,You can eat gourmet food at a fast food price.,2,"['price', 'food']","['positive', 'positive']","[2, 1]"
11417054#1062693#1,"I've eaten at all three locations and I always love, love the food, the service is always wonderful and the prices are really reasonable.",3,"['food', 'service', 'prices']","['positive', 'positive', 'positive']","[3, 3, 1]"
35693083#822138#0,"Not because I was pregnant, but the food here is always delicious.",1,['food'],['positive'],[2]
11351625#909535#0,Had a great meal there this weekend before heading to the movies!,1,['meal'],['positive'],[2]
15094232#1295193#0,We had a birthday party here recently and the food and service was amazing.,2,"['food', 'service']","['positive', 'positive']","[1, 1]"
35171678#484493#1,"the dinner menu offers a variety of great entrees, including fresh seafood and huge steaks, there's also a couple of non-meat alternatives.",5,"['dinner menu', 'entrees', 'seafood', 'steaks', 'non-meat alternatives']","['positive', 'positive', 'positive', 'positive', 'neutral']","[2, 2, 2, 2, 0]"
11482070#503858#0,This place has the strangest menu and the restaurants tries too hard to make fancy food.,2,"['menu', 'food']","['negative', 'negative']","[-3, -2]"
32443281#959917#3,"The appetizers are ok, but the service is slow.",2,"['appetizers', 'service']","['neutral', 'negative']","[0, -1]"
11359717#1138929#5,the food - not worth the price.,2,"['food', 'price']","['negative', 'negative']","[-1, -1]"
11302357#835238#0,"What can you say about a place where the waitress brings out the wrong entree, then verbally assaults your 80 year old grandmother and gives her lip about sending it back (which she did politely, by the way).",2,"['waitress', 'entree']","['negative', 'neutral']","[-3, 0]"
11351762#644011#2,The prices are not terrible.,1,['prices'],['positive'],[1]
33071731#1007204#6,15% gratuity automatically added to the bill.,2,"['bill', 'gratuity']","['negative', 'negative']","[-1, -1]"
33061445#591371#3,Food is excellent and they also have empenadas and plaintains which are good for an afternoon snack.,4,"['Food', 'empenadas', 'plaintains', 'afternoon snack']","['positive', 'positive', 'positive', 'positive']","[2, 1, 1, 1]"
13383936#420974#3,Both a number of the appetizer and pasta specials were amazing.,2,"['pasta specials', 'appetizer']","['positive', 'positive']","[1, 1]"
35743460#0#2,"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options like entree-sized salads are also available.",5,"['Big Mac', 'Chicken McNuggets', 'Filet-O-Fish sandwich', ""McDonald's famous french fries"", 'entree-sized salads']","['positive', 'positive', 'positive', 'positive', 'neutral']","[3, 2, 2, 2, 0]"
11350539#680470#2,"It's a basic pizza joint, not much to look at, but the pizza is what I go for.",1,['pizza'],['positive'],[1]
35393632#1591698#3,"Tables are close, so you better be comfortable bumping elbows with other patrons.",1,['Tables'],['negative'],[-2]
32894522#1633452#0,Was her Monday for lunch - was working on a film in the area - and found this rare jewel.,1,['lunch'],['neutral'],[0]
11359767#969393#1,"Not too much so, but enough that there's a great scene.",1,['scene'],['positive'],[2]
32864873#471207#0,You feel like you made it to New York when you eat here.,0,[],[],
11432316#715219#1,We'd walked by it dozens of times and finally settled on a Monday night.,0,[],[],
32894267#698671#6,"SUM IT: don't read the '10's' reviews, try it to judge for yourself so you won't have as hi expectations, then you'll be sure to enjoy it.",0,[],[],
11661949#1709112#1,"We went there, no one greeted us.",0,[],[],
35668126#536759#4,Dug the blue bar area too.,1,['blue bar area'],['positive'],[1]
35391416#500259#3,We spent so much time getting elbowed around while we waited we left.,0,[],[],
35390148#588852#0,"I got the opportunity to dine at your establishment again a few weeks ago, I was in your upstrairs dining area.",1,['upstrairs dining area'],['neutral'],[0]
35509422#0#4,"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive blend of chickpeas, carrots and other vegetables and spices.",5,"['veggie burger', 'chickpeas', 'carrots', 'vegetables', 'spices']","['positive', 'positive', 'positive', 'positive', 'positive']","[2, 1, 1, 1, 1]"
11351521#768768#1,"At peak times, the restaurant is overcrowded and tables are uncomfortably close.",1,['tables'],['negative'],[-2]
35158410#1207085#3,The service was on point - what else you would expect from a Ritz?,1,['service'],['positive'],[2]
11351399#0#7,"Menus feature seasonal picks, like sweet corn-foie gras brulee.",2,"['Menus', 'sweet corn-foie gras brulee']","['neutral', 'neutral']","[0, 0]"
11351399#0#6,"Innovations are just as assured, from the simple Carinthia cheese ravioli with wild mushrooms to the caviar-topped sturgeon, beautifully matched with a bright green spinach-vodka sauce.",3,"['Carinthia cheese ravioli with wild mushrooms', 'caviar-topped sturgeon', 'green spinach-vodka sauce']","['positive', 'positive', 'positive']","[1, 1, 2]"
32894522#1633452#3,"And these are not small, wimpy fast food type burgers - these are real, full sized patties.",2,"['burgers', 'patties']","['positive', 'positive']","[2, 1]"
32896492#738746#1,"There restaurant is very casual, but perfect for lunch, and their delivery service is always very fast.",2,"['lunch', 'delivery service']","['neutral', 'positive']","[0, 2]"
12036269#580745#4,Chinatown definitely has better quality with cheaper prices.,2,"['quality', 'prices']","['positive', 'positive']","[2, 1]"
11351328#1638529#4,I had to flag down a third staff person for a fork... so now it's goodbye Little RUDE Pie Company.,2,"['staff person', 'fork']","['neutral', 'neutral']","[0, 0]"
11651063#1217842#1,I have been in NYC for over 10 years and could not find this delicacy east of the Hudson .,0,[],[],
33068734#650934#1,"Go with the specials, and stay away from the salmon. ",2,"['specials', 'salmon']","['positive', 'negative']","[2, -2]"
33068734#650934#2,The pastas were pretty good.,1,['pastas'],['positive'],[1]
33068734#650934#3,Atmosphere is a bore.,1,['Atmosphere'],['negative'],[-1]
33070532#604874#0,The decor is what initially got me in the door.,1,['decor'],['positive'],[2]
11351745#499992#0,The wait staff was very attentive and polite.,1,['wait staff'],['positive'],[3]
35717889#579150#0,"Great restaurant, and even greater food!",1,['food'],['positive'],[2]
35717889#579150#1,The dishes are remarkably tasty and such a cozy and intimate place!,2,"['dishes', 'place']","['positive', 'positive']","[2, 2]"
35717889#579150#2,Save room for the desserts! ;-),1,['desserts'],['positive'],[2]
11351682#1496136#0,"I love the simplicity and respect which was given to the food, as well the staff was freindly and knowledgable.",2,"['food', 'staff']","['positive', 'positive']","[2, 3]"
11504679#821993#0,Service was good and so was the atmosphere.,2,"['Service', 'atmosphere']","['positive', 'positive']","[1, 1]"
11504679#821993#1,MY date and I both ordered the Branzini and both felt the fish was very average.,2,"['Branzini', 'fish']","['neutral', 'negative']","[0, -1]"
11349760#848056#0,We were there March 7 and found Maison very nice.,0,[],[],
11349760#848056#1,"The food was good, the service prompt, and the price very reasonable. ",3,"['food', 'service', 'price']","['positive', 'positive', 'positive']","[1, 1, 2]"
35704115#614067#0,"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!",4,"['menu', 'ambiance', 'service', 'FOOD']","['positive', 'positive', 'positive', 'positive']","[3, 1, 2, 2]"
33061498#586991#0,"Great food, good wine and an excellent host.",3,"['food', 'wine', 'host']","['positive', 'positive', 'positive']","[2, 1, 3]"
35870558#793384#0,went there last night with my coworker.,0,[],[],
11313392#560011#1,Pizzas were excellent in addition to appetizers and main courses.,3,"['Pizzas', 'appetizers', 'main courses']","['positive', 'positive', 'positive']","[3, 1, 1]"
11313392#560011#2,"Definitely try the calamari, any pasta, or even the Sliced steak entree.",3,"['calamari', 'pasta', 'Sliced steak entree']","['positive', 'positive', 'positive']","[2, 1, 1]"
11513049#499488#4,The caeser salad was great.,1,['caeser salad'],['positive'],[2]
11513049#499488#5,The fried calamari was even better!,1,['fried calamari'],['positive'],[2]
11513049#499488#0,The food was good overall.,1,['food'],['positive'],[1]
11660480#640405#1,The food was outstanding and the service was tops.,2,"['food', 'service']","['positive', 'positive']","[1, 2]"
35682567#1590699#1,The portions are very large and the service is fantastic!!,2,"['portions', 'service']","['positive', 'positive']","[2, 3]"
35682567#1590699#2,I recomend the chicken milanese.,1,['chicken milanese'],['positive'],[2]
35698333#556353#0,"excellent tapas at great prices, romantic, small but not overly crowed, excellent",2,"['tapas', 'prices']","['positive', 'positive']","[3, 2]"
33072753#1351349#0,"The chocolate raspberry cake is heavenly- not too sweet, but full of flavor.",2,"['chocolate raspberry cake', 'flavor']","['positive', 'positive']","[3, 1]"
11651310#581605#1,"Our waiter was helpful and charming, the food was perfect, and the wine was good, too.",3,"['waiter', 'food', 'wine']","['positive', 'positive', 'positive']","[2, 1, 1]"
11651310#581605#0,Alias is warm and cozy and you don't get that squished-in feeling you get at 71 Clinton.,0,[],[],
11610050#517598#0,I HAVE NEVER HAD A BAD MEAL(OR BAD SERVICE )@ PIGALLE.,2,"['MEAL', 'SERVICE']","['positive', 'positive']","[2, 2]"
35739302#844266#0,Best hot dogs in the tri-state area.,1,['hot dogs'],['positive'],[3]
11654405#719617#0,This is a typical example of an establishment in which its owners do not know anything about the restaurant business!,0,[],[],
11654405#719617#5,"I would not recommend MEET at all, it is a rip off all the way from the time to step in!",0,[],[],
11563005#745685#0,Went there for a special celebration.,0,[],[],
11563005#745685#1,The restaurant was quiet and intimate.,0,[],[],
11563005#745685#2,The service was very attentive and very generous.,1,['service'],['positive'],[3]
11563005#745685#3,"We had tons of great food, wine, and desserts.",3,"['food', 'wine', 'desserts']","['positive', 'positive', 'positive']","[2, 2, 2]"
11563005#745685#4,Really Lovely dining experience in the midst of buzzing midtown area.,1,['dining experience'],['positive'],[3]
11570675#1355721#0,"OK, I've been to Dumont a few times now.",0,[],[],
11570675#1355721#1,The food really isn't very good and the service is terrible.,2,"['food', 'service']","['negative', 'negative']","[-1, -3]"
11570675#1355721#2,"Maybe it's that most of Dumont's patrons are younger and have lower expectations, but I cannot recommend Dumont.",0,[],[],
11463275#424927#1,"Not only do they have the best escargot in town,they always try to accomodate our toddler.",1,['escargot'],['positive'],[3]
11408946#789662#0,"I've been to Sotto Voce several time, and I have to say this one place that hits the nail right on the head ever time!",0,[],[],
11408946#789662#1,"Between my guest and I, we sampled at least 80% of the menu, and they were all hits.",1,['menu'],['positive'],[2]
11408946#789662#3,The Deco and ambiance was really romantic.,2,"['Deco', 'ambiance']","['positive', 'positive']","[1, 1]"
32444534#501179#1,This is the best unknown restaurant in and around New York.,0,[],[],
32444534#501179#2,Just go in and sample the greatest french food west of Daniel.,1,['french food'],['positive'],[3]
33068425#562449#1,"For someone who used to hate Indian food, Baluchi's has changed my mid.",1,['Indian food'],['positive'],[1]
33068425#562449#3,"Finally a curry that I can eat, enjoy and not suffer from gastritis from 3 hours later.",1,['curry'],['positive'],[2]
33068425#562449#5,"All are GREAT - poori, naan, paratha all FRESH.",3,"['poori', 'naan', 'paratha']","['positive', 'positive', 'positive']","[2, 2, 2, 2]"
33068425#562449#4,Try the homemade breads.,1,['homemade breads'],['positive'],[1]
35703223#626682#0,"This place has beautiful sushi, and it's delicious CHEAP. ",1,['sushi'],['positive'],[2]
35703223#626682#1,It also has lots of other Korean dishes that are affordable and just as yummy.,1,['Korean dishes'],['positive'],[2]
11351741#1733901#0,I went for restaurant week and ordered off the prix fixe menu,1,['prix fixe menu'],['neutral'],[0]
32857960#1320058#5,"Not only was the waiter efficient and courteous, but also extremely helpful. ",1,['waiter'],['positive'],[3]
11351633#565247#3,It took a bigger bite from my wallet than my appetite - I would not reccomend this to anyone that I would want to talk to me again!!,0,[],[],
35701421#583735#2,"This place is classy, chic, the service is warm and hospitable, and the food is outstanding.",3,"['place', 'service', 'food']","['positive', 'positive', 'positive']","[1, 2, 1]"
35393743#526051#0,I read about this place in Time Out magazine.,0,[],[],
35393743#526051#2,It's a great find in Astoria.,0,[],[],
32864873#582572#0,"Great burgers, grilled cheeses and french fries.",3,"['burgers', 'grilled cheeses', 'french fries']","['positive', 'positive', 'positive']","[2, 2, 2]"
11351354#812637#0,The Yellowfin Tuna and Calf's liver are my favorites!,2,"['Yellowfin Tuna', 'Calf's liver']","['positive', 'positive']","[2, 2]"
11538980#1053497#1,Sushi so fresh that it crunches in your mouth.,1,['Sushi'],['positive'],[2]
11538980#1053497#4,But make sure you have enough room on your credit card as the bill will leave a big dent in your wallet.,1,['bill'],['negative'],[-3]
11349654#424016#2,Despite the 5th ave address there are no frills whick I also love.,0,[],[],
35158410#1207085#2,They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak (I tried them ALL).,4,"['steak', 'choices of sauces', 'sauce cart', 'table']","['neutral', 'positive', 'neutral', 'neutral']","[0, 1, 0, 0]"
15094232#1295193#2,"Not only was the sushi fresh, they also served other entrees allowed each guest something to choose from and we all left happy (try the duck!",3,"['sushi', 'duck', 'entrees']","['positive', 'positive', 'neutral']","[1, 1, 0]"
32894267#698671#5,good variety but nothing surprising.,1,['variety'],['positive'],[1]
11351328#1638529#2,"After I paid for my purchase, I noticed they had not given me utensils so I could eat my pie.",2,"['utensils', 'pie']","['neutral', 'neutral']","[0, 0]"
11350539#680470#6,Likewise if you like really thin crust or really big slices then Nick and Joe's may not be your favorite.,2,"['thin crust', 'slices']","['negative', 'negative']","[-1, -1]"
11359764#1373169#2,It's always quiet because it's awful.,0,[],[],
33071731#1007204#2,"No green beans, no egg, no anchovy dressing, no nicoise olives, no red onion.",5,"['green beans', 'egg', 'anchovy dressing', 'nicoise olives', 'red onion']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral']","[0, 0, 0, 0, 0]"
32938896#0#2,"Build a meal with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix.",5,"['meal', 'Amazin' Greens salads', 'Buffalo Chicken Kickers', 'Cinna Stix', 'side orders']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral']","[0, 0, 0, 0, 0]"
33070588#0#2,"Thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate Frosty.",5,"['fries', 'meaty chili', 'stuffed baked potatoes', 'menu', 'chocolate Frosty']","['neutral', 'neutral', 'neutral', 'neutral', 'positive']","[0, 0, 0, 0, 1]"
11482070#503858#2,I always find myself asking the waiter to make something bland and different than what is on the menu.,2,"['waiter', 'menu']","['neutral', 'neutral']","[0, 0]"
35720486#684689#1,"The closest that I got was the Cherry Marscapone, but they were out of it that day.",1,['Cherry Marscapone'],['neutral'],[0]
